Name,DIY,Buy_Price,Sell_Price,Color 1,Color 2,Style,Type,Balance
flare skirt,No,1140,285,Red,Red,Simple,Bottom,-855
flare skirt,No,1140,285,Black,Black,Simple,Bottom,-855
flare skirt,No,1140,285,Pink,Pink,Simple,Bottom,-855
flare skirt,No,1140,285,Green,Green,Simple,Bottom,-855
flare skirt,No,1140,285,Light blue,Light blue,Simple,Bottom,-855
flashy slacks,No,1300,325,White,Black,Gorgeous,Bottom,-975
flashy slacks,No,1300,325,Black,Black,Gorgeous,Bottom,-975
flashy slacks,No,1300,325,Purple,Black,Gorgeous,Bottom,-975
flashy slacks,No,1300,325,Red,Black,Gorgeous,Bottom,-975
flashy slacks,No,1300,325,Green,Black,Gorgeous,Bottom,-975
flashy slacks,No,1300,325,Yellow,Black,Gorgeous,Bottom,-975
floral lace skirt,No,1320,330,Light blue,Light blue,Elegant,Bottom,-990
floral lace skirt,No,1320,330,Pink,Pink,Elegant,Bottom,-990
floral lace skirt,No,1320,330,Blue,Blue,Elegant,Bottom,-990
floral lace skirt,No,1320,330,Red,Red,Elegant,Bottom,-990
floral lace skirt,No,1320,330,Orange,Orange,Elegant,Bottom,-990
floral lace skirt,No,1320,330,Green,Green,Elegant,Bottom,-990
floral lace skirt,No,1320,330,Purple,Purple,Elegant,Bottom,-990
floral lace skirt,No,1320,330,Black,Black,Elegant,Bottom,-990
floral skirt,No,1100,275,Light blue,Red,Elegant,Bottom,-825
floral skirt,No,1100,275,Yellow,Pink,Elegant,Bottom,-825
floral skirt,No,1100,275,Pink,Purple,Elegant,Bottom,-825
football pants,No,980,245,Green,Green,Active,Bottom,-735
football pants,No,980,245,White,White,Active,Bottom,-735
football pants,No,980,245,Yellow,Yellow,Active,Bottom,-735
football pants,No,980,245,Red,Red,Active,Bottom,-735
football pants,No,980,245,Blue,Blue,Active,Bottom,-735
football pants,No,980,245,Black,Black,Active,Bottom,-735
formal shorts,No,840,210,White,White,Simple,Bottom,-630
formal shorts,No,840,210,Blue,Blue,Simple,Bottom,-630
formal shorts,No,840,210,Pink,Pink,Simple,Bottom,-630
formal shorts,No,840,210,Light blue,Light blue,Simple,Bottom,-630
formal shorts,No,840,210,Yellow,Yellow,Simple,Bottom,-630
formal shorts,No,840,210,Purple,Purple,Simple,Bottom,-630
formal shorts,No,840,210,Green,Green,Simple,Bottom,-630
formal shorts,No,840,210,Beige,Beige,Simple,Bottom,-630
frilly pants,No,1200,300,Yellow,Yellow,Simple,Bottom,-900
frilly pants,No,1200,300,Green,Green,Simple,Bottom,-900
frilly pants,No,1200,300,Pink,Pink,Simple,Bottom,-900
frilly pants,No,1200,300,Light blue,Light blue,Simple,Bottom,-900
frilly pants,No,1200,300,Orange,Orange,Simple,Bottom,-900
frilly skirt,No,1100,275,Pink,Pink,Cute,Bottom,-825
frilly skirt,No,1100,275,Blue,Blue,Cute,Bottom,-825
frilly skirt,No,1100,275,Green,Green,Cute,Bottom,-825
frilly skirt,No,1100,275,Orange,Orange,Cute,Bottom,-825
frilly skirt,No,1100,275,Purple,Purple,Cute,Bottom,-825
frilly skirt,No,1100,275,Gray,Gray,Cute,Bottom,-825
frilly sweatpants,No,880,220,Blue,Blue,Cute,Bottom,-660
frilly sweatpants,No,880,220,Pink,Pink,Cute,Bottom,-660
frilly sweatpants,No,880,220,Green,Green,Cute,Bottom,-660
frilly sweatpants,No,880,220,Orange,Orange,Cute,Bottom,-660
frilly sweatpants,No,880,220,Purple,Purple,Cute,Bottom,-660
frilly sweatpants,No,880,220,Gray,Gray,Cute,Bottom,-660
fringe skirt,No,1560,390,Beige,Beige,Simple,Bottom,-1170
fringe skirt,No,1560,390,Black,Black,Simple,Bottom,-1170
fringe skirt,No,1560,390,White,White,Simple,Bottom,-1170
fringe skirt,No,1560,390,Blue,Blue,Simple,Bottom,-1170
fringe skirt,No,1560,390,Yellow,Yellow,Simple,Bottom,-1170
fringe skirt,No,1560,390,Green,Green,Simple,Bottom,-1170
fringe skirt,No,1560,390,Red,Red,Simple,Bottom,-1170
gaucho pants,No,880,220,Gray,Gray,Simple,Bottom,-660
gaucho pants,No,880,220,Brown,Brown,Simple,Bottom,-660
gaucho pants,No,880,220,Green,Green,Simple,Bottom,-660
gaucho pants,No,880,220,Pink,Pink,Simple,Bottom,-660
gaucho pants,No,880,220,Light blue,Light blue,Simple,Bottom,-660
geometric-print pants,No,1040,260,Blue,Red,Simple,Bottom,-780
geometric-print pants,No,1040,260,Red,Beige,Simple,Bottom,-780
geometric-print pants,No,1040,260,Brown,Green,Simple,Bottom,-780
geometric-print pants,No,1040,260,Black,Blue,Simple,Bottom,-780
geometric-print pants,No,1040,260,Orange,Green,Simple,Bottom,-780
gingham picnic skirt,No,880,220,Red,Red,Simple,Bottom,-660
gingham picnic skirt,No,880,220,Green,Green,Simple,Bottom,-660
gingham picnic skirt,No,880,220,Blue,Blue,Simple,Bottom,-660
gingham picnic skirt,No,880,220,Black,Black,Simple,Bottom,-660
gingham picnic skirt,No,880,220,Orange,Orange,Simple,Bottom,-660
gingham picnic skirt,No,880,220,Pink,Pink,Simple,Bottom,-660
gingham picnic skirt,No,880,220,Purple,Purple,Simple,Bottom,-660
gingham picnic skirt,No,880,220,Light blue,Light blue,Simple,Bottom,-660
gobelin shorts,No,840,210,Beige,Pink,Elegant,Bottom,-630
gobelin shorts,No,840,210,Black,Pink,Elegant,Bottom,-630
hickory-stripe pants,No,1560,390,Blue,Blue,Simple,Bottom,-1170
hickory-stripe pants,No,1560,390,Light blue,Light blue,Simple,Bottom,-1170
jogging shorts,No,700,175,Pink,White,Active,Bottom,-525
jogging shorts,No,700,175,Light blue,White,Active,Bottom,-525
jogging shorts,No,700,175,Green,White,Active,Bottom,-525
jogging shorts,No,700,175,Red,White,Active,Bottom,-525
jogging shorts,No,700,175,Blue,White,Active,Bottom,-525
jogging shorts,No,700,175,Black,White,Active,Bottom,-525
jogging shorts,No,700,175,Purple,White,Active,Bottom,-525
jogging shorts,No,700,175,Orange,White,Active,Bottom,-525
kilt,No,1000,250,Red,Green,Simple,Bottom,-750
kilt,No,1000,250,Black,Gray,Simple,Bottom,-750
kilt,No,1000,250,Blue,Black,Simple,Bottom,-750
kilt,No,1000,250,Green,Blue,Simple,Bottom,-750
knit pants,No,910,227,Gray,Gray,Simple,Bottom,-683
knit pants,No,910,227,Brown,Brown,Simple,Bottom,-683
knit pants,No,910,227,Light blue,Light blue,Simple,Bottom,-683
knit pants,No,910,227,Red,Red,Simple,Bottom,-683
knit skirt,No,910,227,Beige,Beige,Simple,Bottom,-683
knit skirt,No,910,227,Light blue,Light blue,Simple,Bottom,-683
knit skirt,No,910,227,Pink,Pink,Simple,Bottom,-683
knit skirt,No,910,227,Yellow,Yellow,Simple,Bottom,-683
kung-fu pants,No,1680,420,Blue,Blue,Simple,Bottom,-1260
kung-fu pants,No,1680,420,White,Gray,Simple,Bottom,-1260
kung-fu pants,No,1680,420,Light blue,White,Simple,Bottom,-1260
kung-fu pants,No,1680,420,Yellow,White,Simple,Bottom,-1260
kung-fu pants,No,1680,420,Green,White,Simple,Bottom,-1260
Labelle shorts,No,2540,635,Purple,White,Cool,Bottom,-1905
Labelle shorts,No,2540,635,Black,White,Cool,Bottom,-1905
Labelle shorts,No,2540,635,Red,White,Cool,Bottom,-1905
Labelle shorts,No,2540,635,Blue,White,Cool,Bottom,-1905
Labelle shorts,No,2540,635,Orange,White,Cool,Bottom,-1905
Labelle shorts,No,2540,635,Pink,White,Cool,Bottom,-1905
Labelle skirt,No,3100,775,Purple,Purple,Elegant,Bottom,-2325
Labelle skirt,No,3100,775,Black,Black,Elegant,Bottom,-2325
Labelle skirt,No,3100,775,Red,Red,Elegant,Bottom,-2325
Labelle skirt,No,3100,775,Blue,Blue,Elegant,Bottom,-2325
Labelle skirt,No,3100,775,Yellow,Yellow,Elegant,Bottom,-2325
Labelle skirt,No,3100,775,Pink,Pink,Elegant,Bottom,-2325
lace shorts,No,840,210,White,White,Cute,Bottom,-630
lace shorts,No,840,210,Black,Black,Cute,Bottom,-630
lace shorts,No,840,210,Green,Green,Cute,Bottom,-630
lace shorts,No,840,210,Pink,Pink,Cute,Bottom,-630
lace shorts,No,840,210,Light blue,Light blue,Cute,Bottom,-630
lace skirt,No,920,230,White,White,Cute,Bottom,-690
lace skirt,No,920,230,Pink,Pink,Cute,Bottom,-690
lace skirt,No,920,230,Green,Green,Cute,Bottom,-690
lace skirt,No,920,230,Beige,Beige,Cute,Bottom,-690
lemon skirt,No,880,220,Light blue,Yellow,Elegant,Bottom,-660
lemon skirt,No,880,220,White,Yellow,Elegant,Bottom,-660
lemon skirt,No,880,220,Black,Yellow,Elegant,Bottom,-660
leopard miniskirt,No,1820,455,Brown,Brown,Cool,Bottom,-1365
leopard miniskirt,No,1820,455,Gray,Black,Cool,Bottom,-1365
leopard miniskirt,No,1820,455,Blue,Blue,Cool,Bottom,-1365
leopard miniskirt,No,1820,455,Green,Green,Cool,Bottom,-1365
leopard miniskirt,No,1820,455,Purple,Purple,Cool,Bottom,-1365
leopard miniskirt,No,1820,455,Pink,Pink,Cool,Bottom,-1365
long chino skirt,No,1560,390,Beige,Beige,Simple,Bottom,-1170
long chino skirt,No,1560,390,Brown,Brown,Simple,Bottom,-1170
long chino skirt,No,1560,390,Blue,Blue,Simple,Bottom,-1170
long chino skirt,No,1560,390,Green,Green,Simple,Bottom,-1170
long chino skirt,No,1560,390,Gray,Gray,Simple,Bottom,-1170
long denim skirt,No,1560,390,Blue,Brown,Simple,Bottom,-1170
long denim skirt,No,1560,390,Light blue,Brown,Simple,Bottom,-1170
long denim skirt,No,1560,390,Black,Brown,Simple,Bottom,-1170
long denim skirt,No,1560,390,White,Brown,Simple,Bottom,-1170
long plaid skirt,No,1450,362,Red,Blue,Simple,Bottom,-1088
long plaid skirt,No,1450,362,Green,Blue,Simple,Bottom,-1088
long plaid skirt,No,1450,362,Blue,Blue,Simple,Bottom,-1088
long plaid skirt,No,1450,362,Orange,Brown,Simple,Bottom,-1088
long pleated skirt,No,1560,390,Red,Red,Simple,Bottom,-1170
long pleated skirt,No,1560,390,White,White,Simple,Bottom,-1170
long pleated skirt,No,1560,390,Yellow,Yellow,Simple,Bottom,-1170
long pleated skirt,No,1560,390,Light blue,Light blue,Simple,Bottom,-1170
long pleated skirt,No,1560,390,Gray,Gray,Simple,Bottom,-1170
long polka skirt,No,1300,325,Black,White,Simple,Bottom,-975
long polka skirt,No,1300,325,Red,White,Simple,Bottom,-975
long polka skirt,No,1300,325,Blue,White,Simple,Bottom,-975
long polka skirt,No,1300,325,Green,White,Simple,Bottom,-975
long polka skirt,No,1300,325,Orange,White,Simple,Bottom,-975
long polka skirt,No,1300,325,Yellow,White,Simple,Bottom,-975
long polka skirt,No,1300,325,Pink,White,Simple,Bottom,-975
long polka skirt,No,1300,325,Light blue,White,Simple,Bottom,-975
long sailor skirt,No,1560,390,Blue,Blue,Simple,Bottom,-1170
long sailor skirt,No,1560,390,Orange,Orange,Simple,Bottom,-1170
long sailor skirt,No,1560,390,Light blue,Light blue,Simple,Bottom,-1170
long sailor skirt,No,1560,390,Green,Green,Simple,Bottom,-1170
long sailor skirt,No,1560,390,Brown,Brown,Simple,Bottom,-1170
long sailor skirt,No,1560,390,Purple,Purple,Simple,Bottom,-1170
long sailor skirt,No,1560,390,Red,Red,Simple,Bottom,-1170
long sailor skirt,No,1560,390,Pink,Pink,Simple,Bottom,-1170
long sweatskirt,No,1000,250,Blue,Orange,Active,Bottom,-750
long sweatskirt,No,1000,250,Gray,Red,Active,Bottom,-750
long sweatskirt,No,1000,250,Green,Pink,Active,Bottom,-750
long sweatskirt,No,1000,250,Purple,Yellow,Active,Bottom,-750
muay-thai shorts,No,980,245,Blue,Yellow,Active,Bottom,-735
muay-thai shorts,No,980,245,Red,Black,Active,Bottom,-735
muay-thai shorts,No,980,245,Green,Red,Active,Bottom,-735
muay-thai shorts,No,980,245,Purple,Pink,Active,Bottom,-735
multicolor shorts,No,1100,275,Green,Green,Active,Bottom,-825
multicolor shorts,No,1100,275,Red,Orange,Active,Bottom,-825
multicolor shorts,No,1100,275,Blue,Light blue,Active,Bottom,-825
multicolor shorts,No,1100,275,Orange,Yellow,Active,Bottom,-825
noble pants,No,4300,1075,Black,Yellow,Gorgeous,Bottom,-3225
noble pants,No,4300,1075,Pink,Yellow,Gorgeous,Bottom,-3225
noble pants,No,4300,1075,White,Yellow,Gorgeous,Bottom,-3225
noble pants,No,4300,1075,Blue,Yellow,Gorgeous,Bottom,-3225
noble pants,No,4300,1075,Green,Yellow,Gorgeous,Bottom,-3225
noble pants,No,4300,1075,Purple,Yellow,Gorgeous,Bottom,-3225
noble pants,No,4300,1075,Yellow,Yellow,Gorgeous,Bottom,-3225
noble pants,No,4300,1075,Red,Yellow,Gorgeous,Bottom,-3225
outdoor shorts,No,700,175,Yellow,Yellow,Active,Bottom,-525
outdoor shorts,No,700,175,Black,Black,Active,Bottom,-525
outdoor shorts,No,700,175,Purple,Purple,Active,Bottom,-525
outdoor shorts,No,700,175,Red,Red,Active,Bottom,-525
outdoor shorts,No,700,175,Blue,Blue,Active,Bottom,-525
outdoor shorts,No,700,175,Green,Green,Active,Bottom,-525
outdoor shorts,No,700,175,Brown,Brown,Active,Bottom,-525
patched-knee pants,No,880,220,Brown,Orange,Simple,Bottom,-660
patched-knee pants,No,880,220,Purple,Purple,Simple,Bottom,-660
patched-knee pants,No,880,220,Green,Light blue,Simple,Bottom,-660
patched-knee pants,No,880,220,Yellow,Yellow,Simple,Bottom,-660
patchwork skirt,No,2100,525,Blue,Light blue,Cute,Bottom,-1575
patchwork skirt,No,2100,525,Red,Brown,Cute,Bottom,-1575
patchwork skirt,No,2100,525,Yellow,Brown,Cute,Bottom,-1575
patchwork skirt,No,2100,525,Green,Green,Cute,Bottom,-1575
pearl skirt,No,1680,420,Blue,White,Cute,Bottom,-1260
petal skirt,No,1540,385,Black,Colorful,Gorgeous,Bottom,-1155
petal skirt,No,1540,385,Purple,Colorful,Gorgeous,Bottom,-1155
petal skirt,No,1540,385,Light blue,Colorful,Gorgeous,Bottom,-1155
pineapple aloha shorts,No,840,210,Blue,Light blue,Active,Bottom,-630
pineapple aloha shorts,No,840,210,Red,Yellow,Active,Bottom,-630
pineapple aloha shorts,No,840,210,Yellow,Light blue,Active,Bottom,-630
pineapple aloha shorts,No,840,210,Green,Yellow,Active,Bottom,-630
pineapple aloha shorts,No,840,210,Purple,Light blue,Active,Bottom,-630
pineapple aloha shorts,No,840,210,Pink,Orange,Active,Bottom,-630
pineapple aloha shorts,No,840,210,Orange,Yellow,Active,Bottom,-630
plaid shorts,No,980,245,Light blue,Gray,Simple,Bottom,-735
plaid shorts,No,980,245,Brown,Orange,Simple,Bottom,-735
plaid shorts,No,980,245,Green,Green,Simple,Bottom,-735
plaid shorts,No,980,245,Red,Pink,Simple,Bottom,-735
pleather flare skirt,No,1560,390,Brown,Brown,Active,Bottom,-1170
pleather flare skirt,No,1560,390,Black,Black,Active,Bottom,-1170
pleather flare skirt,No,1560,390,Pink,Pink,Active,Bottom,-1170
pleather flare skirt,No,1560,390,Blue,Blue,Active,Bottom,-1170
pleather flare skirt,No,1560,390,Green,Green,Active,Bottom,-1170
pleather flare skirt,No,1560,390,Orange,Orange,Active,Bottom,-1170
pleather flare skirt,No,1560,390,Light blue,Light blue,Active,Bottom,-1170
pleather flare skirt,No,1560,390,White,White,Active,Bottom,-1170
pleather pants,No,1300,325,Black,Black,Cool,Bottom,-975
pleather pants,No,1300,325,Brown,Brown,Cool,Bottom,-975
pleather pants,No,1300,325,Beige,Beige,Cool,Bottom,-975
pleather pants,No,1300,325,Red,Red,Cool,Bottom,-975
pleather pants,No,1300,325,Blue,Blue,Cool,Bottom,-975
pleather pants,No,1300,325,Yellow,Yellow,Cool,Bottom,-975
pleather patch skirt,No,1680,420,Red,Blue,Simple,Bottom,-1260
pleather patch skirt,No,1680,420,Green,Orange,Simple,Bottom,-1260
pleather patch skirt,No,1680,420,Purple,Gray,Simple,Bottom,-1260
pleather patch skirt,No,1680,420,Yellow,Brown,Simple,Bottom,-1260
pleather shorts,No,1040,260,Black,Gray,Cool,Bottom,-780
pleather shorts,No,1040,260,Brown,Gray,Cool,Bottom,-780
pleather shorts,No,1040,260,White,Gray,Cool,Bottom,-780
pleather shorts,No,1040,260,Red,Gray,Cool,Bottom,-780
pleather skirt,No,1300,325,Black,Black,Cool,Bottom,-975
pleather skirt,No,1300,325,Brown,Brown,Cool,Bottom,-975
pleather skirt,No,1300,325,Beige,Beige,Cool,Bottom,-975
pleather skirt,No,1300,325,Red,Red,Cool,Bottom,-975
pleather skirt,No,1300,325,Blue,Blue,Cool,Bottom,-975
pleather skirt,No,1300,325,Yellow,Yellow,Cool,Bottom,-975
plover skirt,No,1200,300,Red,Beige,Cute,Bottom,-900
plover skirt,No,1200,300,Black,Beige,Cute,Bottom,-900
plover skirt,No,1200,300,Green,Beige,Cute,Bottom,-900
polka-dot mini skirt,No,1100,275,Beige,Beige,Simple,Bottom,-825
polka-dot mini skirt,No,1100,275,Pink,Pink,Simple,Bottom,-825
polka-dot mini skirt,No,1100,275,Light blue,Light blue,Simple,Bottom,-825
polka-dot mini skirt,No,1100,275,Gray,Gray,Simple,Bottom,-825
punk pants,No,1820,455,Red,Red,Cool,Bottom,-1365
punk pants,No,1820,455,Blue,Blue,Cool,Bottom,-1365
punk pants,No,1820,455,Green,Green,Cool,Bottom,-1365
punk pants,No,1820,455,Purple,Purple,Cool,Bottom,-1365
rain pants,No,700,175,Yellow,Yellow,Simple,Bottom,-525
rain pants,No,700,175,Green,Green,Simple,Bottom,-525
rain pants,No,700,175,Blue,Blue,Simple,Bottom,-525
rain pants,No,700,175,Purple,Purple,Simple,Bottom,-525
rain pants,No,700,175,Pink,Pink,Simple,Bottom,-525
rain pants,No,700,175,Red,Red,Simple,Bottom,-525
rain pants,No,700,175,Beige,Beige,Simple,Bottom,-525
rain pants,No,700,175,Black,Black,Simple,Bottom,-525
sailor skirt,No,980,245,Blue,Blue,Simple,Bottom,-735
sailor skirt,No,980,245,Orange,Orange,Simple,Bottom,-735
sailor skirt,No,980,245,Light blue,Light blue,Simple,Bottom,-735
sailor skirt,No,980,245,Green,Green,Simple,Bottom,-735
sailor skirt,No,980,245,Brown,Brown,Simple,Bottom,-735
sailor skirt,No,980,245,Purple,Purple,Simple,Bottom,-735
sailor skirt,No,980,245,Red,Red,Simple,Bottom,-735
sailor skirt,No,980,245,Pink,Pink,Simple,Bottom,-735
satin pants,No,880,220,Green,Green,Simple,Bottom,-660
satin pants,No,880,220,Blue,Blue,Simple,Bottom,-660
satin pants,No,880,220,Purple,Purple,Simple,Bottom,-660
satin pants,No,880,220,Pink,Pink,Simple,Bottom,-660
satin pants,No,880,220,Red,Red,Simple,Bottom,-660
satin pants,No,880,220,Brown,Brown,Simple,Bottom,-660
school pants,No,880,220,Black,Blue,Simple,Bottom,-660
school pants,No,880,220,Red,Blue,Simple,Bottom,-660
school pants,No,880,220,Green,Blue,Simple,Bottom,-660
school pants,No,880,220,White,Blue,Simple,Bottom,-660
school pants,No,880,220,Purple,Blue,Simple,Bottom,-660
school pants,No,880,220,Gray,Blue,Simple,Bottom,-660
school pants,No,880,220,Blue,Blue,Simple,Bottom,-660
silk floral-print pants,No,1440,360,Pink,Yellow,Cute,Bottom,-1080
silk floral-print pants,No,1440,360,Blue,Yellow,Cute,Bottom,-1080
silk floral-print pants,No,1440,360,Yellow,Yellow,Cute,Bottom,-1080
silk floral-print pants,No,1440,360,Gray,Yellow,Cute,Bottom,-1080
silk floral-print pants,No,1440,360,Purple,Yellow,Cute,Bottom,-1080
silk floral-print pants,No,1440,360,Green,Yellow,Cute,Bottom,-1080
silk floral-print pants,No,1440,360,Orange,Yellow,Cute,Bottom,-1080
silk pants,No,1440,360,Green,Yellow,Elegant,Bottom,-1080
silk pants,No,1440,360,Red,Yellow,Elegant,Bottom,-1080
silk pants,No,1440,360,Blue,Yellow,Elegant,Bottom,-1080
silk pants,No,1440,360,Yellow,Yellow,Elegant,Bottom,-1080
silk pants,No,1440,360,Black,Yellow,Elegant,Bottom,-1080
ski pants,No,1560,390,Green,Blue,Active,Bottom,-1170
ski pants,No,1560,390,Orange,Light blue,Active,Bottom,-1170
ski pants,No,1560,390,Pink,Purple,Active,Bottom,-1170
ski pants,No,1560,390,Blue,Green,Active,Bottom,-1170
ski pants,No,1560,390,Light blue,Red,Active,Bottom,-1170
ski pants,No,1560,390,Yellow,Pink,Active,Bottom,-1170
slacks,No,1300,325,Black,Brown,Simple,Bottom,-975
slacks,No,1300,325,Gray,Brown,Simple,Bottom,-975
slacks,No,1300,325,Light blue,Brown,Simple,Bottom,-975
slacks,No,1300,325,Red,Brown,Simple,Bottom,-975
slacks,No,1300,325,Blue,Brown,Simple,Bottom,-975
slacks,No,1300,325,Beige,Brown,Simple,Bottom,-975
slacks,No,1300,325,White,Brown,Simple,Bottom,-975
soccer shorts,No,980,245,Green,Green,Active,Bottom,-735
soccer shorts,No,980,245,Red,Red,Active,Bottom,-735
soccer shorts,No,980,245,Blue,Blue,Active,Bottom,-735
soccer shorts,No,980,245,Light blue,Light blue,Active,Bottom,-735
soccer shorts,No,980,245,White,White,Active,Bottom,-735
soccer shorts,No,980,245,Orange,Orange,Active,Bottom,-735
soccer shorts,No,980,245,Black,Black,Active,Bottom,-735
spangle shorts,No,980,245,Red,Red,Gorgeous,Bottom,-735
spangle shorts,No,980,245,Blue,Blue,Gorgeous,Bottom,-735
spangle shorts,No,980,245,Yellow,Yellow,Gorgeous,Bottom,-735
spangle shorts,No,980,245,Gray,Gray,Gorgeous,Bottom,-735
spangle shorts,No,980,245,Black,Black,Gorgeous,Bottom,-735
spangle shorts,No,980,245,Pink,Pink,Gorgeous,Bottom,-735
spangle shorts,No,980,245,Green,Green,Gorgeous,Bottom,-735
spangle shorts,No,980,245,Purple,Purple,Gorgeous,Bottom,-735
sporty skirt,No,800,200,Gray,Gray,Simple,Bottom,-600
sporty skirt,No,800,200,Pink,Pink,Simple,Bottom,-600
sporty skirt,No,800,200,Light blue,Light blue,Simple,Bottom,-600
sporty skirt,No,800,200,Green,Green,Simple,Bottom,-600
striped bell-bottoms,No,1320,330,Yellow,White,Elegant,Bottom,-990
striped bell-bottoms,No,1320,330,Red,Blue,Elegant,Bottom,-990
striped bell-bottoms,No,1320,330,Green,Blue,Elegant,Bottom,-990
striped bell-bottoms,No,1320,330,Orange,White,Elegant,Bottom,-990
striped pants,No,1100,275,Blue,White,Simple,Bottom,-825
striped pants,No,1100,275,Orange,White,Simple,Bottom,-825
striped pants,No,1100,275,Green,White,Simple,Bottom,-825
striped pants,No,1100,275,Red,White,Simple,Bottom,-825
striped pants,No,1100,275,Black,White,Simple,Bottom,-825
striped shorts,No,1320,330,Pink,Colorful,Cute,Bottom,-990
striped shorts,No,1320,330,Blue,Colorful,Cute,Bottom,-990
striped shorts,No,1320,330,Red,Colorful,Cute,Bottom,-990
striped shorts,No,1320,330,Yellow,Colorful,Cute,Bottom,-990
surfing shorts,No,700,175,Light blue,Blue,Active,Bottom,-525
surfing shorts,No,700,175,Purple,Purple,Active,Bottom,-525
surfing shorts,No,700,175,Green,Green,Active,Bottom,-525
surfing shorts,No,700,175,Pink,Red,Active,Bottom,-525
surfing shorts,No,700,175,Gray,Black,Active,Bottom,-525
sweatpants,No,800,200,Gray,Gray,Active,Bottom,-600
sweatpants,No,800,200,Red,Red,Active,Bottom,-600
sweatpants,No,800,200,Green,Green,Active,Bottom,-600
sweatpants,No,800,200,Blue,Blue,Active,Bottom,-600
sweatpants,No,800,200,Yellow,Yellow,Active,Bottom,-600
sweatpants,No,800,200,Pink,Pink,Active,Bottom,-600
sweatpants,No,800,200,Light blue,Light blue,Active,Bottom,-600
sweatpants,No,800,200,Black,Black,Active,Bottom,-600
tennis skirt,No,1440,360,White,Blue,Active,Bottom,-1080
tennis skirt,No,1440,360,Blue,White,Active,Bottom,-1080
tennis skirt,No,1440,360,Light blue,Blue,Active,Bottom,-1080
tennis skirt,No,1440,360,Pink,White,Active,Bottom,-1080
terry-cloth shorts,No,1260,315,Pink,Pink,Cute,Bottom,-945
terry-cloth shorts,No,1260,315,Light blue,Light blue,Cute,Bottom,-945
terry-cloth shorts,No,1260,315,Purple,Purple,Cute,Bottom,-945
terry-cloth shorts,No,1260,315,Green,Green,Cute,Bottom,-945
three-quarter sweatpants,No,1100,275,Green,White,Active,Bottom,-825
three-quarter sweatpants,No,1100,275,Pink,White,Active,Bottom,-825
three-quarter sweatpants,No,1100,275,Light blue,White,Active,Bottom,-825
three-quarter sweatpants,No,1100,275,Orange,White,Active,Bottom,-825
three-quarter sweatpants,No,1100,275,Black,White,Active,Bottom,-825
three-quarter sweatpants,No,1100,275,Yellow,White,Active,Bottom,-825
three-quarter sweatpants,No,1100,275,Red,White,Active,Bottom,-825
three-quarter sweatpants,No,1100,275,Purple,White,Active,Bottom,-825
tie-dye skirt,No,1260,315,Red,Light blue,Active,Bottom,-945
tie-dye skirt,No,1260,315,Blue,Orange,Active,Bottom,-945
tie-dye skirt,No,1260,315,Green,Pink,Active,Bottom,-945
tie-dye skirt,No,1260,315,Purple,Yellow,Active,Bottom,-945
tie-dye skirt,No,1260,315,Orange,Green,Active,Bottom,-945
tiered skirt,No,1200,300,Pink,Pink,Simple,Bottom,-900
tiered skirt,No,1200,300,Light blue,Light blue,Simple,Bottom,-900
tiered skirt,No,1200,300,Green,Green,Simple,Bottom,-900
tiered skirt,No,1200,300,Yellow,Yellow,Simple,Bottom,-900
tiered skirt,No,1200,300,Blue,Blue,Simple,Bottom,-900
track pants,No,770,192,Blue,Light blue,Active,Bottom,-578
track pants,No,770,192,Gray,Pink,Active,Bottom,-578
track pants,No,770,192,White,Pink,Active,Bottom,-578
track pants,No,770,192,Orange,Black,Active,Bottom,-578
track pants,No,770,192,Blue,Black,Active,Bottom,-578
track pants,No,770,192,Green,White,Active,Bottom,-578
track pants,No,770,192,Blue,Orange,Active,Bottom,-578
traditional monpe pants,No,1040,260,Blue,Red,Simple,Bottom,-780
traditional monpe pants,No,1040,260,Blue,Orange,Simple,Bottom,-780
traditional monpe pants,No,1040,260,Orange,Orange,Simple,Bottom,-780
traditional monpe pants,No,1040,260,Red,Orange,Simple,Bottom,-780
traditional suteteko pants,No,560,140,Red,Red,Simple,Bottom,-420
traditional suteteko pants,No,560,140,Green,Green,Simple,Bottom,-420
traditional suteteko pants,No,560,140,Orange,Orange,Simple,Bottom,-420
traditional suteteko pants,No,560,140,Purple,Purple,Simple,Bottom,-420
traditional suteteko pants,No,560,140,Light blue,Light blue,Simple,Bottom,-420
traditional suteteko pants,No,560,140,Blue,Blue,Simple,Bottom,-420
tweed frilly skirt,No,1560,390,Brown,Brown,Cute,Bottom,-1170
tweed frilly skirt,No,1560,390,Gray,Black,Cute,Bottom,-1170
tweed frilly skirt,No,1560,390,Pink,Brown,Cute,Bottom,-1170
tweed frilly skirt,No,1560,390,Light blue,Blue,Cute,Bottom,-1170
tweed pants,No,1300,325,Brown,Brown,Simple,Bottom,-975
tweed pants,No,1300,325,Blue,Blue,Simple,Bottom,-975
tweed pants,No,1300,325,Beige,Beige,Simple,Bottom,-975
tweed pants,No,1300,325,Red,Red,Simple,Bottom,-975
tweed pants,No,1300,325,Green,Green,Simple,Bottom,-975
tweed pants,No,1300,325,Pink,Pink,Simple,Bottom,-975
tweed skirt,No,1300,325,Yellow,Green,Simple,Bottom,-975
tweed skirt,No,1300,325,Pink,Blue,Simple,Bottom,-975
tweed skirt,No,1300,325,Blue,Yellow,Simple,Bottom,-975
